,mouse,image,profile,vessel_type,vessel,region_in_vessel,repetition,i_max,fwhm,source_filename,treatment
515,20230512,6.0,6,pea,1.0,1,1,235.6958465576172,0.5855574916342796,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
516,20230512,6.0,7,pea,1.0,1,1,303.5249938964844,0.5556869381992066,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
517,20230512,6.0,8,pea,1.0,1,1,262.2208557128906,0.5648394486017595,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
518,20230512,6.0,9,pea,1.0,1,1,178.85415649414062,0.621009147611512,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
519,20230512,6.0,10,pea,1.0,1,1,235.8541717529297,0.6653096636533182,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
520,20230512,6.0,11,pea,1.0,1,1,244.4083404541016,0.704529628935391,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
521,20230512,6.0,12,pea,1.0,1,1,253.41249084472656,0.6898891685801819,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
522,20230512,6.0,13,pea,1.0,1,1,215.4624938964844,0.8255524770879376,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
523,20230512,6.0,14,pea,1.0,1,1,234.6875,0.7911386882311929,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
524,20230512,6.0,15,pea,1.0,1,1,230.52084350585935,0.7812871391422891,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
525,20230512,6.0,16,pea,1.0,1,1,271.57916259765625,0.7731711430515635,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,Saline
526,20230512,7.0,0,pea,1.0,2,1,217.25,0.6156147187433998,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
527,20230512,7.0,1,pea,1.0,2,1,192.5500030517578,0.6076339488965044,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
528,20230512,7.0,2,pea,1.0,2,1,180.57501220703125,0.8230794450504739,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
529,20230512,7.0,3,pea,1.0,2,1,177.76251220703125,0.9562039628925276,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
530,20230512,7.0,4,pea,1.0,2,1,186.35415649414065,0.6407464815344013,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
531,20230512,7.0,5,pea,1.0,2,1,182.9250030517578,0.6436865769937467,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
532,20230512,7.0,6,pea,1.0,2,1,165.375,0.7909840626429504,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
533,20230512,7.0,7,pea,1.0,2,1,189.36666870117188,0.8148159946194166,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
534,20230512,7.0,8,pea,1.0,2,1,140.70416259765625,0.7902282465284762,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
535,20230512,7.0,9,pea,1.0,2,1,132.22499084472656,0.6577585815587188,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
536,20230512,7.0,10,pea,1.0,2,1,119.26250457763672,1.003900798795164,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
537,20230512,7.0,11,pea,1.0,2,1,117.27082824707033,0.9501852634489668,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
538,20230512,7.0,12,pea,1.0,2,1,123.53333282470705,0.8778545384936481,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
539,20230512,7.0,13,pea,1.0,2,1,125.98332977294922,0.7433791279186148,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
540,20230512,7.0,14,pea,1.0,2,1,118.49166870117188,0.911703396523064,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
541,20230512,7.0,15,pea,1.0,2,1,138.7375030517578,0.974932061253805,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
542,20230512,7.0,16,pea,1.0,2,1,148.1583251953125,0.8693870666472483,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,Saline
543,20230512,8.0,0,pea,1.0,3,1,212.6625061035156,0.5579538635418189,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
544,20230512,8.0,1,pea,1.0,3,1,169.48333740234375,0.5852338541313314,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
545,20230512,8.0,2,pea,1.0,3,1,160.53334045410156,0.5616966671736872,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
546,20230512,8.0,3,pea,1.0,3,1,192.55416870117188,0.5241520807033577,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
547,20230512,8.0,4,pea,1.0,3,1,192.80831909179688,0.5917689933980695,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
548,20230512,8.0,5,pea,1.0,3,1,168.8458251953125,0.658357634581231,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
549,20230512,8.0,6,pea,1.0,3,1,186.4666748046875,0.6213550078973478,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
550,20230512,8.0,7,pea,1.0,3,1,187.54583740234372,0.6121267937121376,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
551,20230512,8.0,8,pea,1.0,3,1,193.8000030517578,0.5210115658251278,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
552,20230512,8.0,9,pea,1.0,3,1,186.5124969482422,0.5713156286907519,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
553,20230512,8.0,10,pea,1.0,3,1,230.9166717529297,0.5132659666950636,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
554,20230512,8.0,11,pea,1.0,3,1,156.71249389648438,0.6675997133237161,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
555,20230512,8.0,12,pea,1.0,3,1,158.99581909179688,0.6134016676919193,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
556,20230512,8.0,13,pea,1.0,3,1,163.05416870117188,0.6287915683078137,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
557,20230512,8.0,14,pea,1.0,3,1,224.3333282470703,0.5413107014006919,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
558,20230512,8.0,15,pea,1.0,3,1,161.99166870117188,0.6205223480496868,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
559,20230512,8.0,16,pea,1.0,3,1,169.58749389648438,0.522991569577412,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,Saline
560,20230512,9.0,0,pea,1.0,4,1,164.52915954589844,1.1454681940097853,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
561,20230512,9.0,1,pea,1.0,4,1,149.7333221435547,1.1133820877632328,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
562,20230512,9.0,2,pea,1.0,4,1,182.1291656494141,0.8078499505237295,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
563,20230512,9.0,3,pea,1.0,4,1,170.88333129882812,0.8428511541760308,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
564,20230512,9.0,4,pea,1.0,4,1,143.3916778564453,0.8774465210635587,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
565,20230512,9.0,5,pea,1.0,4,1,165.01666259765625,0.7817097391250559,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
566,20230512,9.0,6,pea,1.0,4,1,190.56668090820312,0.5794138828957467,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
567,20230512,9.0,7,pea,1.0,4,1,194.3416748046875,0.6110579057961976,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
568,20230512,9.0,8,pea,1.0,4,1,203.62083435058597,0.5526031942881108,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
569,20230512,9.0,9,pea,1.0,4,1,216.0166778564453,0.5013246010564065,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
570,20230512,9.0,10,pea,1.0,4,1,192.42916870117188,0.6396958336374978,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
571,20230512,9.0,11,pea,1.0,4,1,214.5625,0.7112465774155792,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
572,20230512,9.0,12,pea,1.0,4,1,205.875,0.6668992112411624,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
573,20230512,9.0,13,pea,1.0,4,1,193.41249084472656,0.6519741694901422,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
574,20230512,9.0,14,pea,1.0,4,1,208.2291717529297,0.5464441895747867,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
575,20230512,9.0,15,pea,1.0,4,1,223.5041656494141,0.5934863499921954,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
576,20230512,9.0,16,pea,1.0,4,1,186.6916656494141,0.7390061491957474,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi4_rep1_PRE.nc,Saline
577,20230512,10.0,0,pea,1.0,5,1,252.9375,0.5738185507513973,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
578,20230512,10.0,1,pea,1.0,5,1,234.8916778564453,0.6944792671254623,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
579,20230512,10.0,2,pea,1.0,5,1,274.9291687011719,0.6959758263783766,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
580,20230512,10.0,3,pea,1.0,5,1,235.9250030517578,0.637458574657008,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
581,20230512,10.0,4,pea,1.0,5,1,215.3958282470703,0.5830265601510902,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
582,20230512,10.0,5,pea,1.0,5,1,204.4750061035156,0.6900893768805523,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
583,20230512,10.0,6,pea,1.0,5,1,254.71665954589844,0.6464040687925869,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
584,20230512,10.0,7,pea,1.0,5,1,297.73748779296875,0.5838711329240263,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
585,20230512,10.0,8,pea,1.0,5,1,286.6041564941406,0.6842005363174204,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
586,20230512,10.0,9,pea,1.0,5,1,262.8125,0.7086248159758778,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
587,20230512,10.0,10,pea,1.0,5,1,268.2833251953125,0.6612946034920234,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
588,20230512,10.0,11,pea,1.0,5,1,297.9416809082031,0.6741352090225149,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
589,20230512,10.0,12,pea,1.0,5,1,307.2166748046875,0.6297224798735456,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
590,20230512,10.0,13,pea,1.0,5,1,356.7624816894531,0.6260126994087954,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
591,20230512,10.0,14,pea,1.0,5,1,278.3041687011719,0.5871577089126884,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
592,20230512,10.0,15,pea,1.0,5,1,300.7916564941406,0.5869997975016642,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
593,20230512,10.0,16,pea,1.0,5,1,388.4041748046875,0.6514155407494754,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi5_rep1_PRE.nc,Saline
594,20230512,11.0,0,pea,1.0,6,1,158.91249084472656,0.7643326783315488,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
595,20230512,11.0,1,pea,1.0,6,1,152.80416870117188,0.5950526258494583,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
596,20230512,11.0,2,pea,1.0,6,1,126.00833129882812,0.6258826908213776,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
597,20230512,11.0,3,pea,1.0,6,1,134.22084045410156,0.6259130592888905,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
598,20230512,11.0,4,pea,1.0,6,1,134.0541534423828,0.6275185662138326,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
599,20230512,11.0,5,pea,1.0,6,1,133.19166564941406,0.90064700592403,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
600,20230512,11.0,6,pea,1.0,6,1,114.5749969482422,0.7478380166340354,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
601,20230512,11.0,7,pea,1.0,6,1,122.90833282470705,0.623600920340703,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
602,20230512,11.0,8,pea,1.0,6,1,148.21665954589844,0.5586879587540029,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
603,20230512,11.0,9,pea,1.0,6,1,130.68333435058594,0.6563087468474931,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
604,20230512,11.0,10,pea,1.0,6,1,161.75,0.5833633878542374,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
605,20230512,11.0,11,pea,1.0,6,1,173.23333740234375,0.6086958424436497,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
606,20230512,11.0,12,pea,1.0,6,1,169.04583740234375,0.5681682313439742,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
607,20230512,11.0,13,pea,1.0,6,1,184.5625,0.5947186576894565,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
608,20230512,11.0,14,pea,1.0,6,1,170.3249969482422,0.6484799953322024,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
609,20230512,11.0,15,pea,1.0,6,1,167.33749389648438,0.6152682960747871,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
610,20230512,11.0,16,pea,1.0,6,1,193.0625,0.5462163496330297,../20230512_Glx_B6_HAse/20230512_mouseb6_vtyppea_loc1_roi6_rep1_PRE.nc,Saline
611,20230513,0.0,0,pa,1.0,1,1,219.75833129882807,0.8416156523102412,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
612,20230513,0.0,1,pa,1.0,1,1,246.16249084472656,0.8296871052411615,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
613,20230513,0.0,2,pa,1.0,1,1,227.14166259765625,0.6650296002652613,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
614,20230513,0.0,3,pa,1.0,1,1,231.87918090820312,0.6893814728146753,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
615,20230513,0.0,4,pa,1.0,1,1,259.2833251953125,0.5829564888726945,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
616,20230513,0.0,5,pa,1.0,1,1,252.25833129882807,0.5145267999164058,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
617,20230513,0.0,6,pa,1.0,1,1,237.1916656494141,0.6709695704186632,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
618,20230513,0.0,7,pa,1.0,1,1,263.1625061035156,0.9691991659780392,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
619,20230513,0.0,8,pa,1.0,1,1,254.4208221435547,0.8363710317654882,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
620,20230513,0.0,9,pa,1.0,1,1,265.120849609375,0.7777194387281584,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
621,20230513,0.0,10,pa,1.0,1,1,241.97499084472656,0.7515083550615409,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
622,20230513,0.0,11,pa,1.0,1,1,266.3999938964844,0.7189900353927845,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
623,20230513,0.0,12,pa,1.0,1,1,230.24166870117188,0.631879583461549,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
624,20230513,0.0,13,pa,1.0,1,1,243.0874938964844,0.689162717428219,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
625,20230513,0.0,14,pa,1.0,1,1,220.95834350585935,0.6346793329935844,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
626,20230513,0.0,15,pa,1.0,1,1,220.94583129882807,0.638948633177753,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
627,20230513,0.0,16,pa,1.0,1,1,254.1291656494141,0.6665863984389516,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,Saline
628,20230513,1.0,0,pa,1.0,2,1,185.6000061035156,0.6792874113777002,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
629,20230513,1.0,1,pa,1.0,2,1,190.94583129882807,0.6141078707797546,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
630,20230513,1.0,2,pa,1.0,2,1,192.6666717529297,0.6433229105764164,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
631,20230513,1.0,3,pa,1.0,2,1,208.49166870117188,0.5440004112465998,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
632,20230513,1.0,4,pa,1.0,2,1,233.32916259765625,0.5896377762493501,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
633,20230513,1.0,5,pa,1.0,2,1,223.22499084472656,0.6000619095795151,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
634,20230513,1.0,6,pa,1.0,2,1,216.5089263916016,0.6655561867715215,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi2_rep1_PRE.nc,Saline
635,20230513,2.0,0,pa,1.0,3,1,232.8874969482422,0.5297724086501474,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
636,20230513,2.0,1,pa,1.0,3,1,274.0333251953125,0.5400972719195439,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
637,20230513,2.0,2,pa,1.0,3,1,297.6999816894531,0.6520610177698846,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
638,20230513,2.0,3,pa,1.0,3,1,286.85418701171875,0.5822238560455655,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
639,20230513,2.0,4,pa,1.0,3,1,301.2791748046875,0.5476113382362793,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
640,20230513,2.0,5,pa,1.0,3,1,233.9499969482422,0.6423244787625761,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
641,20230513,2.0,6,pa,1.0,3,1,208.4083404541016,0.6828510038362389,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
642,20230513,2.0,7,pa,1.0,3,1,181.6708221435547,0.8339246641425241,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
643,20230513,2.0,8,pa,1.0,3,1,203.22915649414065,0.6178052603571278,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
644,20230513,2.0,9,pa,1.0,3,1,189.4499969482422,0.7441649891338591,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
645,20230513,2.0,10,pa,1.0,3,1,216.49583435058597,0.5601942643348218,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
646,20230513,2.0,11,pa,1.0,3,1,230.8125,0.6342556919749761,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
647,20230513,2.0,12,pa,1.0,3,1,303.5178527832031,0.6168742275073706,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,Saline
648,20230513,3.0,0,pa,1.0,4,1,260.54168701171875,0.7077735227205131,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
649,20230513,3.0,1,pa,1.0,4,1,232.93333435058597,0.606365394571558,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
650,20230513,3.0,2,pa,1.0,4,1,216.75,0.6751219019305942,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
651,20230513,3.0,3,pa,1.0,4,1,206.1291656494141,0.6358356035576821,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
652,20230513,3.0,4,pa,1.0,4,1,230.1000061035156,0.6108906541393395,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
653,20230513,3.0,5,pa,1.0,4,1,234.73333740234372,0.5163034224976353,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
654,20230513,3.0,6,pa,1.0,4,1,241.7416534423828,0.5736909445566418,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
655,20230513,3.0,7,pa,1.0,4,1,283.29998779296875,0.5787282045128017,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
656,20230513,3.0,8,pa,1.0,4,1,303.4125061035156,0.502812763595049,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
657,20230513,3.0,9,pa,1.0,4,1,250.1916656494141,0.6138992521598672,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
658,20230513,3.0,10,pa,1.0,4,1,264.76666259765625,0.586978774177917,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
659,20230513,3.0,11,pa,1.0,4,1,262.7250061035156,0.5535495288514146,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
660,20230513,3.0,12,pa,1.0,4,1,243.0375061035156,0.5283574501054933,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
661,20230513,3.0,13,pa,1.0,4,1,276.0916748046875,0.5666575392776259,../20230513_Glx_B6_HAse/20230512_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,Saline
