"",i_max,width,treatment,mouse,vessel_type,vessel,region_in_vessel,profile,repetition,y_bin_width,depth,rbc_flow,source,ln_i_max,ln_width,ln_i_max_stnd
1236,351.6259460449219,0.854399522299726,E,E-20230527,pa,E-20230527-1,3,1,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.862567957300314,-0.15735636988248886,1.2218135947868725
1237,313.9509582519531,0.979147055949106,E,E-20230527,pa,E-20230527-1,3,2,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.749236789799299,-0.02107343736526521,1.0295632542924873
1238,310.7841796875,0.9894741775556072,E,E-20230527,pa,E-20230527-1,3,3,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.739098715291576,-0.010581610737228447,1.01236544084854
1239,350.4437561035156,0.6148794723937065,E,E-20230527,pa,E-20230527-1,3,4,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.859200225990682,-0.48632901022981057,1.2161007136329338
1240,287.2851257324219,0.8019229276536848,E,E-20230527,pa,E-20230527-1,3,5,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.660475192046396,-0.22074277591597888,0.8789917233791719
1241,397.5585632324219,0.7422187615118041,E,E-20230527,pa,E-20230527-1,3,6,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.985342252129148,-0.298111252432332,1.430082868855631
1242,293.21630859375,0.9529304661174648,E,E-20230527,pa,E-20230527-1,3,7,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.6809105912273745,-0.04821334114048917,0.9136574957109241
1243,276.9310302734375,0.7787279815368144,E,E-20230527,pa,E-20230527-1,3,8,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.623768487002098,-0.25009348339022397,0.8167239756907004
1244,269.9332275390625,0.9369406017949088,E,E-20230527,pa,E-20230527-1,3,9,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.598174623002469,-0.06513539064750691,0.7733075953869188
1245,259.0213623046875,0.9590268131227404,E,E-20230527,pa,E-20230527-1,3,10,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.556910538239133,-0.04183624502893119,0.7033088958158623
1246,296.4127197265625,0.5869545953265138,E,E-20230527,pa,E-20230527-1,3,11,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.6917528065583785,-0.5328078125264616,0.9320497847436854
1247,316.3992004394531,0.7337662915307064,E,E-20230527,pa,E-20230527-1,3,12,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.757004708834216,-0.3095647049780281,1.042740433283273
1248,367.7070007324219,0.6537105216984465,E,E-20230527,pa,E-20230527-1,3,13,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,5.907286427376517,-0.42509065288575576,1.2976721718059527
1249,443.1226501464844,0.8714596661198861,E,E-20230527,pa,E-20230527-1,3,14,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,6.093846594358897,-0.13758569607999438,1.6141451810929222
1250,458.6919860839844,0.8037043517375793,E,E-20230527,pa,E-20230527-1,3,15,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,6.128378930519582,-0.21852379914880987,1.6727244186614287
1251,595.9551391601562,0.6967302676240266,E,E-20230527,pa,E-20230527-1,3,16,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi3_rep1_PRE.nc,6.390165394366922,-0.36135693361813476,2.116808230036806
1252,408.3924560546875,0.5950629162335517,E,E-20230527,pa,E-20230527-1,4,0,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.0122286141676184,-0.5190881374577585,1.475691789777627
1253,407.2949523925781,0.5864682829777212,E,E-20230527,pa,E-20230527-1,4,1,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.009537621728516,-0.5336366908202586,1.471126900664659
1254,404.7398681640625,0.6803047693870976,E,E-20230527,pa,E-20230527-1,4,2,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.003244559913516,-0.3852143909441026,1.4604516089213258
1255,461.25335693359375,0.7422926553954721,E,E-20230527,pa,E-20230527-1,4,3,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.133947473233063,-0.2980116992960106,1.6821706659412403
1256,409.4079284667969,0.827998714189869,E,E-20230527,pa,E-20230527-1,4,4,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.014712039104146,-0.1887436775088693,1.479904569899524
1257,473.3819580078125,0.7966868380399355,E,E-20230527,pa,E-20230527-1,4,5,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.159902584836537,-0.2272936033298288,1.726199851851576
1258,465.88134765625,0.7557500181861698,E,E-20230527,pa,E-20230527-1,4,6,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.143930982941373,-0.2800446212588321,1.699106282004088
1259,509.43951416015625,0.8842754751503001,E,E-20230527,pa,E-20230527-1,4,7,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.2333111295411925,-0.12298664141581313,1.8507270937909202
1260,431.8760070800781,0.663642030021169,E,E-20230527,pa,E-20230527-1,4,8,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,6.068138526397833,-0.4100123862924141,1.570535069876843
1261,347.3617248535156,0.7626164972934717,E,E-20230527,pa,E-20230527-1,4,9,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,5.850366671725425,-0.27099999883505493,1.2011158347799382
1262,368.2630615234375,0.8101577248198062,E,E-20230527,pa,E-20230527-1,4,10,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppa_loc1_roi4_rep1_PRE.nc,5.908797523888028,-0.21052632827175977,1.3002355339001022
951,263.6283874511719,0.6659186822696626,E,E-20230523,pa,E-20230523-1,1,0,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.574540488222963,-0.40658771459060067,0.7332156192885562
0,180.90182495117188,0.6440442977292058,E,E-20230504,pa,E-20230504-1,,0,1,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtypa_loc1_rep1_noterecovery_80x40.nc,5.197954480527102,-0.43998776994958544,0.09439057405727087
963,300.8132629394531,0.5878084834525943,E,E-20230523,pa,E-20230523-1,1,12,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.706489683322578,-0.5313540925519714,0.957048817562401
962,260.7157287597656,0.65045102454134,E,E-20230523,pa,E-20230523-1,1,11,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.563430651914925,-0.43008927280883597,0.7143693490157462
961,277.4309387207031,0.5959241218079754,E,E-20230523,pa,E-20230523-1,1,10,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.625572032738399,-0.517641932424425,0.8197834366452329
960,273.905517578125,0.587267406499592,E,E-20230523,pa,E-20230523-1,1,9,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.612783220564583,-0.532275015184917,0.7980890206328611
959,243.4932861328125,0.5493554159130376,E,E-20230523,pa,E-20230523-1,1,8,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.495089369792674,-0.5990096591179618,0.5984380033185628
958,236.6465301513672,0.6713866753204627,E,E-20230523,pa,E-20230523-1,1,7,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.466567593879951,-0.39841004074505054,0.5500548334312816
957,229.0976409912109,0.5683239529408155,E,E-20230523,pa,E-20230523-1,1,6,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.434148292554455,-0.5650636831583142,0.49506006142065306
956,241.65798950195312,0.5247934550019693,E,E-20230523,pa,E-20230523-1,1,5,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.487523460032787,-0.644750512843957,0.5856035045697967
955,233.92111206054688,0.6512017766598781,E,E-20230523,pa,E-20230523-1,1,4,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.454983930570919,-0.42893573601147467,0.5304047824837902
954,281.11688232421875,0.6023294674922823,E,E-20230523,pa,E-20230523-1,1,3,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.638770534181711,-0.5069506951877195,0.842172832717322
953,221.04617309570312,0.5624246377160702,E,E-20230523,pa,E-20230523-1,1,2,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.398371607730186,-0.5754981312729875,0.4343699618576681
952,245.6044921875,0.6438359294482616,E,E-20230523,pa,E-20230523-1,1,1,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppa_loc1_roi1_rep1_PRE.nc,5.503722486771432,-0.44031135327412946,0.613082868586356
27,200.02789798436768,0.81638694104522,E,E-20230510,pa,E-20230510-1,1,7,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.29845684674206,-0.20286684395436644,0.2648786626507644
26,218.56562731386165,0.7308792531556545,E,E-20230510,pa,E-20230510-1,1,6,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.387086323277644,-0.3135070132377587,0.41522606855437333
25,210.1501192924713,0.6643763211703657,E,E-20230510,pa,E-20230510-1,1,5,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.347822129104885,-0.40890654129657067,0.3486199012890186
24,203.58122583298965,0.7472073144970199,E,E-20230510,pa,E-20230510-1,1,4,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.316065069388272,-0.2914126029063444,0.29474852875979235
23,206.51781160016364,0.7280668855109163,E,E-20230510,pa,E-20230510-1,1,3,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.330386663403705,-0.31736235930395684,0.3190430929701601
22,174.88962566844842,0.7450987344265858,E,E-20230510,pa,E-20230510-1,1,2,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.164155064475988,-0.29423853995216803,0.037054632077499254
21,184.85566022213004,0.5706074062872073,E,E-20230510,pa,E-20230510-1,1,1,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.219575305536669,-0.5610538604636179,0.13106725410489772
20,188.9195347136516,0.6147076049093254,E,E-20230510,pa,E-20230510-1,1,0,1,1.0,0.0,yes,../../Glycocalyx_frap/20230510_Glx_B6_HAse/20230510_mouseb6_vtyppa_loc1_roi1_rep1_noterecovery.nc,5.241321182149865,-0.48660856340448677,0.1679560665597631
19,168.77711486816406,0.6481343117227025,E,E-20230504,pa,E-20230504-1,,3,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0003.nc,5.12857899754511,-0.4336573329305549,-0.02329514752616663
18,144.40963745117188,0.864514089475799,E,E-20230504,pa,E-20230504-1,,2,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0003.nc,4.972653965583227,-0.1455876761595596,-0.28779997128527324
17,156.88185119628906,0.5666716444596132,E,E-20230504,pa,E-20230504-1,,1,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0003.nc,5.055492981896805,-0.5679752533040275,-0.1472752644135947
16,180.1024932861328,0.6254824198359152,E,E-20230504,pa,E-20230504-1,,0,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0003.nc,5.193526095984656,-0.4692320552480593,0.08687844429722369
15,94.4394989013672,0.917822617124961,E,E-20230504,pa,E-20230504-1,,3,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0002.nc,4.5479594062033115,-0.08575113456521365,-1.008234388818033
14,91.80060577392578,0.9170462032066472,E,E-20230504,pa,E-20230504-1,,2,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0002.nc,4.51961889644918,-0.08659742281868425,-1.056310066234551
13,97.86387634277344,0.7511324496661134,E,E-20230504,pa,E-20230504-1,,1,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0002.nc,4.583577496181868,-0.28617327836609374,-0.9478133230412615
12,102.5107421875,0.651717088947894,E,E-20230504,pa,E-20230504-1,,0,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0002.nc,4.629967594916403,-0.42814472387942637,-0.8691190637837402
11,149.0576171875,0.7522112876600104,E,E-20230504,pa,E-20230504-1,,3,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0001.nc,5.004332923732727,-0.2847380268633181,-0.234061087048558
10,148.45933532714844,0.6728023439583248,E,E-20230504,pa,E-20230504-1,,2,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0001.nc,5.000311084561963,-0.396303686443729,-0.24088356992809104
9,163.11314392089844,0.7036956543132389,E,E-20230504,pa,E-20230504-1,,1,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0001.nc,5.094444094490886,-0.3514093255108126,-0.0812001958868346
8,166.4932098388672,0.6923609808977078,E,E-20230504,pa,E-20230504-1,,0,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40_0001.nc,5.114954526840355,-0.36764781067974095,-0.046407140368041624
7,165.2088623046875,1.0338960438465783,E,E-20230504,pa,E-20230504-1,,3,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40.nc,5.107210505560139,0.033334233165988936,-0.059543780188716186
6,174.00299072265625,0.8487316020771098,E,E-20230504,pa,E-20230504-1,,2,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40.nc,5.159072487128059,-0.16401227683652925,0.028432756495747235
5,187.91555786132807,0.8115964312479766,E,E-20230504,pa,E-20230504-1,,1,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40.nc,5.235992701615156,-0.20875206822105105,0.15891705090587074
4,196.8757476806641,0.9015293499407192,E,E-20230504,pa,E-20230504-1,,0,2,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtyppa_loc1_rep2_noterecovery_80x40.nc,5.282572807315741,-0.10366268008478868,0.2379336301811334
3,159.63397216796875,0.7159218400202079,E,E-20230504,pa,E-20230504-1,,3,1,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtypa_loc1_rep1_noterecovery_80x40.nc,5.07288352055991,-0.33418427996304423,-0.11777466847794656
2,164.51351928710938,0.8133299669315228,E,E-20230504,pa,E-20230504-1,,2,1,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtypa_loc1_rep1_noterecovery_80x40.nc,5.102992750944663,-0.20661838839018443,-0.06669860598665636
1,183.3826904296875,0.7513892811926759,E,E-20230504,pa,E-20230504-1,,1,1,1.0,0.0,yes,../../Glycocalyx_frap/20230504_Glx_B6_HAse/20230504_mouseb6_vtypa_loc1_rep1_noterecovery_80x40.nc,5.211575173850632,-0.2858314110589006,0.11749615910469295
1264,183.77134704589844,0.791213305778637,E,E-20230527,pea,E-20230527-1,1,1,1,1.0,0.0,yes,../20230527_Glx_B6_HAse/20230527_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.2136923057446705,-0.23418768160240716,0.1210875747450259
1047,180.36715698242188,0.9119671616506936,E,E-20230523,pea,E-20230523-1,3,4,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi3_rep1_PRE.nc,5.194994534415742,-0.09215129651803067,0.0893694429747836
264,202.5319061279297,0.5124720227694155,E,E-20230510,pea,E-20230510-1,1,1,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.310897435260722,-0.6685091591778604,0.28598236634853036
265,174.65350341796875,0.609018944472048,E,E-20230510,pea,E-20230510-1,1,2,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.1628040307022,-0.4959059042486006,0.03476279384131586
266,139.04669189453125,0.6215744963967929,E,E-20230510,pea,E-20230510-1,1,3,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.934809789634878,-0.47549950973309874,-0.35199727792410523
267,139.7766571044922,0.6539158586751306,E,E-20230510,pea,E-20230510-1,1,4,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.9400458423565965,-0.42477659226193565,-0.34311505301816375
268,137.4550323486328,0.6106350837141825,E,E-20230510,pea,E-20230510-1,1,5,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.923296826153724,-0.49325574256228794,-0.3715273965856948
269,139.98776245117188,0.6072023300844087,E,E-20230510,pea,E-20230510-1,1,6,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.941555007725676,-0.49889321548316423,-0.340554966834764
270,157.22653198242188,0.8539156527942602,E,E-20230510,pea,E-20230510-1,1,7,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.057687644267749,-0.1579228572912061,-0.14355232925473432
271,147.06961059570312,0.7024053372212258,E,E-20230510,pea,E-20230510-1,1,8,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.990906016160727,-0.3532446381405179,-0.2568379419016647
272,137.90542602539062,0.7225534679468062,E,E-20230510,pea,E-20230510-1,1,9,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.92656813156244,-0.32496385765509206,-0.36597808837194923
273,146.6378936767578,0.5423817330080389,E,E-20230510,pea,E-20230510-1,1,10,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.987966239521835,-0.6117852210055946,-0.26182485831898
274,131.08677673339844,0.5509559123632322,E,E-20230510,pea,E-20230510-1,1,11,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.875859521711515,-0.5961004868903349,-0.45199809261967616
275,135.47787475585938,0.7082919143578223,E,E-20230510,pea,E-20230510-1,1,12,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.908808341052539,-0.34489896184917185,-0.396105067983333
276,126.02325439453124,0.6605611854743323,E,E-20230510,pea,E-20230510-1,1,13,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.836466448609374,-0.4146655242240773,-0.5188228848105704
277,146.35693359375,0.5995547011881293,E,E-20230510,pea,E-20230510-1,1,14,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.986048388809295,-0.5115680639929923,-0.2650782215431781
278,147.95458984375,0.5980652840465162,E,E-20230510,pea,E-20230510-1,1,15,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.99690540130351,-0.5140553603438386,-0.24666083121014418
279,127.49784088134766,0.5803053466142103,E,E-20230510,pea,E-20230510-1,1,16,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.848099430191154,-0.5442008542932777,-0.499089172369621
280,256.012451171875,0.8654679331156068,E,E-20230510,pea,E-20230510-1,2,0,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.545226080686939,-0.1444849551786391,0.683487861651706
281,253.53399658203125,0.9358986479580054,E,E-20230510,pea,E-20230510-1,2,1,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.535497922844313,-0.06624809046362252,0.6669854140120377
282,226.26109313964844,0.6965136270915906,E,E-20230510,pea,E-20230510-1,2,2,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.421689611829567,-0.3616679208544739,0.4739256668469007
283,216.9142608642578,0.7232428182940289,E,E-20230510,pea,E-20230510-1,2,3,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.3795021642388345,-0.32401026494494223,0.402360612477945
284,256.1341247558594,0.6367230061473208,E,E-20230510,pea,E-20230510-1,2,4,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.545701232106445,-0.4514205591938277,0.6842938890155873
285,264.50323486328125,0.6801435985751603,E,E-20230510,pea,E-20230510-1,2,5,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.57785348133049,-0.38545132873091875,0.7388356448033548
286,331.6577453613281,0.4974183309383448,E,E-20230510,pea,E-20230510-1,2,6,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi2_rep1_PRE.nc,5.804103549720659,-0.6983238947769395,1.1226369736346151
263,154.4029541015625,0.5919332937639936,E,E-20230510,pea,E-20230510-1,1,0,1,1.0,0.0,yes,../20230510_Glx_B6_HAse/20230510_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.039565770189787,-0.5243613298996513,-0.17429353256805344
1024,169.999755859375,0.9112824297482014,E,E-20230523,pea,E-20230523-1,1,0,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.135797000927907,-0.0929024080914701,-0.011050822874521844
1025,148.90631103515625,0.816075557357145,E,E-20230523,pea,E-20230523-1,1,1,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.0033173231783135,-0.20324833350424118,-0.23578391014036654
1026,162.2277374267578,0.8856768559856896,E,E-20230523,pea,E-20230523-1,1,2,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.089001134624428,-0.12140311726821545,-0.09043340957992202
1027,142.8883514404297,0.8377050488287026,E,E-20230523,pea,E-20230523-1,1,3,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.962063566150903,-0.17708921082764012,-0.30576509016413445
1028,132.29595947265625,0.9326551428272084,E,E-20230523,pea,E-20230523-1,1,4,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,4.885041530009458,-0.06971976829757075,-0.4364221106490858
1029,152.20140075683594,1.0237189981943686,E,E-20230523,pea,E-20230523-1,1,5,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.025204648781003,0.023442073132591796,-0.1986551494259692
1030,171.34657287597656,0.7485793623411716,E,E-20230523,pea,E-20230523-1,1,6,1,1.0,0.0,yes,../20230523_Glx_B6_HAse/20230523_mouseb6_vtyppea_loc1_roi1_rep1_PRE.nc,5.143688247396799,-0.28957805223116007,0.002335563712875334
