lectin,mouse,vessel_type,contour_in_vessel_type,ln_y_norm_mean,ln_y_norm_mean_std,size
wga,20230512,bp_a,0,0.16774491099037225,1.1039568413022798,222
wga,20230512,bp_a,1,0.22675502198554798,1.1887630393529482,425
wga,20230512,bp_a,2,0.16291194147377472,1.0970111541465495,379
wga,20230512,bp_a,3,-0.21809417089402497,0.5494494011001877,75
wga,20230512,bp_a,4,0.6858633310231753,1.8485691221806104,43
wga,20230512,bp_a,5,0.568838624924301,1.6803874286560254,553
wga,20230512,bp_a,6,-0.21134467376609262,0.5591494199701851,24
wga,20230512,bp_a,7,-0.22216391812906508,0.5436005764799596,852
wga,20230512,bp_a,8,0.14119207532630507,1.0657965158570721,56
wga,20230512,bp_a,9,0.04107348317461099,0.9219113915727815,110
wga,20230512,bp_a,10,1.1320967527000456,2.4898721005574838,47
wga,20230512,bp_a,11,0.6978653099800041,1.8658177290252238,243
wga,20230512,bp_a,12,-0.056939699917020574,0.7810520493911531,195
wga,20230512,bp_a,13,-0.09793622118300688,0.7221340259670673,435
wga,20230512,bp_a,14,0.2093528094537233,1.1637535035699296,33
wga,20230512,bp_a,15,-0.006216391564492665,0.8539488947179018,67
wga,20230512,pa,0,0.017113430690340197,0.8874772764352654,400
wga,20230512,pa,1,0.0907726405779362,0.9933363815383538,287
wga,20230512,pa,2,-0.14656381537785027,0.6522490297440884,127
wga,20230512,pa,3,-0.23868425583617117,0.5198584243669548,38
wga,20230512,pa,4,0.014156699110745036,0.883228018813257,177
wga,20230512,pa,5,0.0721171207320558,0.9665256590349297,49
wga,20230512,pa,6,0.9410700344012614,2.2153386446495573,64
wga,20230512,pa,7,0.2448144671279109,1.214717114944394,152
wga,20230512,pa,8,-0.16161277428645981,0.6306214651092032,221
wga,20230512,pa,9,-0.22990312802433346,0.5324781949750769,216
wga,20230512,pa,10,-0.15835531884926252,0.6353029070907437,1144
wga,20230512,pa,11,0.04775366383806054,0.9315117925007692,550
wga,20230512,pa,12,0.11557526214358811,1.028981392218717,172
wga,20230512,pa,13,-0.20296659654962637,0.571189947664863,76
wga,20230512,pa,14,0.14845295387846574,1.0762314649553164,168
wga,20230512,pa,15,0.23107399249833127,1.1949700344340461,203
wga,20230512,pa,16,0.4019084253723909,1.4404842099517898,76
wga,20230512,pa,17,-0.07489531799544333,0.7552471885427237,208
wga,20230512,pa,18,0.2723701879043388,1.2543187336192974,158
wga,20230512,pea,0,-0.3741979621711147,0.3251053214798772,320
wga,20230512,pea,1,-0.23484146006748768,0.5253810863909913,40
wga,20230512,pea,2,-0.17490206282483345,0.6115228052908895,36
wga,20230512,pea,3,-0.39899822219547276,0.2894637046812623,1245
wga,20230512,pea,4,0.16285177457028954,1.0969246854677586,16
wga,20230512,pea,5,0.3844745314926918,1.4154291434179043,59
wga,20230512,pea,6,0.05957250952792827,0.9484972099385901,105
